provider_name,course_name,unit,estimated_completion_time,building_block,building_block_short,video_duration,word_count,img_count,gif_count,table_count,code_rows_count,link_count,task_type,question_count,answer_count,points,audio_duration,graphics_count
FutureLearn,Fut-ENT,2_15,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_16,0,Text,t,0,27.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_16,0,Video,v,341,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_16,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_17,0,Text,t,0,143.0,1.0,0.0,1.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_17,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_18,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,2_18,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,2_18,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,2_18,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,2_19,0,Audio,a,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,102,0
FutureLearn,Fut-ENT,2_19,0,Text,t,0,244.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_19,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_20,0,Text,t,0,393.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_20,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_21,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,2_21,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,2_21,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,2_21,0,Exercise,e,0,0.0,0.0,0.0,0.0,0.0,,Choice,1.0,3.0,,0,0
FutureLearn,Fut-ENT,2_22,0,Text,t,0,279.0,1.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,1
FutureLearn,Fut-ENT,2_22,0,Discussion,d,0,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
FutureLearn,Fut-ENT,2_23,0,Video,v,193,0.0,0.0,0.0,0.0,0.0,,NA,0.0,0.0,,0,0
